WaferID,TimeRun,MaxAdcValue,radiometric
"UN0004977",2015-07-09T00:04:32.378Z,11762,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,11828,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,11855,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2684,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,10377,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,10720,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,7239,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,10979,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,9967,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,10706,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,11151,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,11864,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,11791,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,10386,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,7234,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,10369,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,10121,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,4041,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,9540,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,10465,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,11806,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,9980,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,3785,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,9237,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,9325,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,10947,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,6459,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,9221,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,10149,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,11405,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,12897,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,10254,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,8439,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,10295,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,15887,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,8682,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,8517,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,13999,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,9216,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,9971,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,9522,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,8881,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5203,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6016,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5165,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5373,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,4939,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2489,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6165,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6923,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,5081,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5744,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,6088,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6594,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,6211,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,6633,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6415,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6703,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5521,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5043,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5479,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5868,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6035,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6573,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5107,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,4969,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6498,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6128,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6061,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6188,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,5540,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,3860,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,4864,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5478,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5482,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,4739,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5571,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5617,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6068,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4543,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,5788,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5880,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6537,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6383,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,6739,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5414,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5232,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6161,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6235,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,6517,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6443,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,6469,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,4841,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5176,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6200,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6515,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,4748,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6151,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6666,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2467,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6680,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5063,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6976,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5834,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,7054,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6719,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,4332,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,4348,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,5835,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,7292,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,6298,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5450,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,4966,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,4791,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6291,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4684,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,7120,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,7082,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6576,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6914,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6531,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,7048,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6959,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,7022,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6666,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,7016,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5873,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5125,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,6321,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5489,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6711,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5960,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5742,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5748,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6101,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,5750,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6554,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6065,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,6290,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6310,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6660,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5501,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6955,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6549,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,3575,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6713,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6754,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,4835,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6132,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6233,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6463,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6759,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6620,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5829,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6083,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,7049,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,7057,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,7097,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,6133,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,5176,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4819,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6258,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6672,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,6120,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,7084,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5531,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,6519,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6495,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,7095,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5359,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5459,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6506,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6969,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,7071,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,7063,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6966,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6762,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5747,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4787,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,4397,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6146,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5733,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6321,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6093,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,4383,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6244,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,3989,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,6211,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,5819,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2489,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,6633,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,7106,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,3792,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,7119,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,7038,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,2528,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,2844,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4738,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4736,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,3955,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,8565,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4130,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,3887,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,5862,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4968,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4503,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,7192,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,6355,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,4349,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,3690,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,3994,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2278,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2231,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2345,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2200,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2019,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2152,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2366,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2278,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2415,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2098,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2360,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2091,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2185,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2298,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2076,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2436,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2418,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2396,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2497,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2526,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2350,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2395,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2421,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2068,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2278,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2260,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2249,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2333,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2298,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2435,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2370,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2018,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2561,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2378,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2551,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2316,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2406,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2227,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2150,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2247,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2408,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2028,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2505,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2387,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2382,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2381,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2443,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2016,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2050,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2011,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2026,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2370,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2414,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2204,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2312,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2325,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2545,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2502,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2376,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2093,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2512,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2517,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2012,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2268,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2251,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2150,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2182,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2295,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2320,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2282,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2082,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2505,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2344,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2543,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2519,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2525,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2447,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2063,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2414,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2154,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2158,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2420,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,2004,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2013,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2067,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2304,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2428,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2241,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2263,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2551,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2523,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2531,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2444,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2512,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2252,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2301,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2423,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2169,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2524,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2362,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2505,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2545,-0.0003406415053177625
"UN0004977",2015-06-29T21:00:44.628Z,2526,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2054,-0.0003406415053177625
"UN0004977",2015-07-09T00:04:32.378Z,2099,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2421,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2372,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2544,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2535,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2150,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2393,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2256,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2307,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2496,-0.0003406415053177625
"UN0004977",2015-07-08T23:08:18.732Z,2022,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2046,-0.0003406415053177625
"UN0004977",2015-07-08T23:41:01.968Z,2046,-0.0003406415053177625
